Dataset,Drift Speed,Labeling Strategy,Imbalance,Label,Accuracy,Precision,Recall,F1,Specificity,GMean,H,N,lam,alpha,beta,gamma
AGRAWAL3,abrupt,uniform,50,10,0.6566328316415821,0.6694741535980859,0.6256812931293128,0.6467347825125447,0.6905190519051905,0.6556820131301749,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,abrupt,uniform,50,20,0.767938396919846,0.7747777870759288,0.7514251425142513,0.7641430014860131,0.7814281428142813,0.7679267335199771,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,abrupt,uniform,50,50,0.8094904745237261,0.818518012375971,0.7984499999999999,0.8076339247493796,0.8234999999999999,0.80943255309805,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,abrupt,uniform,50,100,0.8725186259312966,0.871049848726793,0.874243709370937,0.8728633600435238,0.8707935343534352,0.8725152367148121,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL3,gradual,nonuniform,1,5,0.9605730286514325,0.01100335373232365,0.0324999999999998,0.0155926147544924,0.9700742461740492,0.17675708522203915,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL3,gradual,nonuniform,1,10,0.9359717985899295,0.009204080245525749,0.047499999999999695,0.01546634933360975,0.9448709530784383,0.21222276960538056,86.0,6.0,0.3208042704779914,0.0049925107714598,1.1515482249562337,0.2125644708990385
AGRAWAL3,gradual,nonuniform,1,20,0.9533976698834942,0.009002255628942201,0.0299999999999998,0.01384882169107105,0.9626243749684328,0.17029149090142265,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL3,gradual,nonuniform,1,50,0.9365468273413671,0.0124130363729747,0.0699999999999996,0.0207765467199945,0.9452750138895905,0.2580743107201624,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL3,gradual,nonuniform,1,100,0.9349467473373669,0.013948912760622451,0.0774999999999996,0.023640564234634648,0.9437092782463762,0.2705383800120583,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL3,gradual,nonuniform,10,5,0.7926396319815991,0.11383172463718741,0.1587499999999999,0.13183474386741834,0.8626590366131452,0.36926626623481373,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL3,gradual,nonuniform,10,10,0.8026151307565379,0.11470148862545484,0.1464999999999999,0.12969951165191657,0.8753541863436858,0.3581708477480699,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL3,gradual,nonuniform,10,20,0.8055152757637882,0.12593757833849323,0.1587499999999999,0.13937655239458005,0.8786043669092727,0.3744189232223879,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL3,gradual,nonuniform,10,50,0.9119705985299265,0.6645566810925627,0.2462499999999998,0.3597740319700029,0.9860270015000834,0.4929160229775859,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,nonuniform,10,100,0.9314715735786789,0.7673741719372966,0.4582499999999998,0.5713388370684749,0.9845546974831936,0.6713522600358198,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,nonuniform,30,5,0.6084304215210761,0.35182223429592163,0.36483333333333323,0.35728126838003094,0.712300878634188,0.5088178924744997,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL3,gradual,nonuniform,30,10,0.6534076703835192,0.4055210990868254,0.33358333333333323,0.3674574239212431,0.7891277948424886,0.5145942336961349,58.0,46.0,0.0033146684520526,0.0013833648396252,0.4283717831400049,1.2076268532060033
AGRAWAL3,gradual,nonuniform,30,20,0.7876143807190359,0.7307779118750908,0.4794166666666666,0.5790094988120127,0.924244588899207,0.6673532288721902,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL3,gradual,nonuniform,30,50,0.8410170508525426,0.782954805187273,0.6485833333333333,0.7100391622070337,0.9230302164440316,0.7742979266833527,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,nonuniform,30,100,0.8736936846842343,0.8320162181233184,0.7282499999999998,0.7757640685429041,0.9369240660047147,0.826268732764547,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL3,gradual,nonuniform,50,5,0.6053552677633882,0.6054258477903797,0.6133305680568055,0.6087181276447304,0.5993300130013001,0.6045087679592891,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL3,gradual,nonuniform,50,10,0.63963198159908,0.6390368097549985,0.638331903190319,0.6384698236671487,0.6433,0.639328338971831,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL3,gradual,nonuniform,50,20,0.764013200660033,0.7716762127001098,0.752087613761376,0.7612842131531306,0.7782278227822781,0.7637770518673284,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,nonuniform,50,50,0.8167408370418521,0.8225623952729516,0.808240409040904,0.8150193648196076,0.8254912441244122,0.81661165393317,74.0,40.0,0.3897139595973644,0.0089853832811235,0.7130898374013127,0.1577911371886255
AGRAWAL3,gradual,nonuniform,50,100,0.8737686884344218,0.8723363491056941,0.8733999999999998,0.8737146816624541,0.871993609360936,0.8737668832548384,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL3,gradual,uniform,1,5,0.9261963098154908,0.0091787987883283,0.0599999999999997,0.015921674864910848,0.9349714632052124,0.2365050546075823,52.0,12.0,0.6897165635868227,0.0010634304002277,1.8158377856446783,1.2358251862642864
AGRAWAL3,gradual,uniform,1,10,0.9362218110905545,0.01186454311454305,0.0674999999999996,0.0202507420713107,0.9450982372847114,0.2527253632379081,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL3,gradual,uniform,1,20,0.9340967048352418,0.01205553734382535,0.0749999999999996,0.0202085410133551,0.9426991262184958,0.2640838200831382,64.0,6.0,0.1288509419684017,0.0017027948362089,1.06699692659737,0.2807961568212469
AGRAWAL3,gradual,uniform,1,50,0.931871593579679,0.012966402180768749,0.0749999999999996,0.021962725457846152,0.9405020455578563,0.26368807272373607,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL3,gradual,uniform,1,100,0.9333716685834292,0.01270675612643965,0.0749999999999996,0.021725937613533,0.9422445578059497,0.26563560728902386,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL3,gradual,uniform,10,5,0.7782639131956598,0.10979197046819156,0.1707499999999999,0.1351510451032984,0.8453247402633479,0.3787526648288839,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL3,gradual,uniform,10,10,0.8025401270063504,0.12443459628934285,0.1562499999999999,0.1407263488402571,0.8736040891160619,0.36969836948217755,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL3,gradual,uniform,10,20,0.7679133956697834,0.11789624233889814,0.2049999999999999,0.1491025272555414,0.8304628034890826,0.4119261883107941,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL3,gradual,uniform,10,50,0.9122206110305515,0.6647519625034817,0.2472499999999999,0.36055555555516033,0.986138118784377,0.49379780386861555,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,10,100,0.931821591079554,0.7630396273106119,0.45874999999999977,0.5728920505709898,0.9842217839262675,0.671822752782994,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,30,5,0.6044302215110755,0.3499212559607723,0.3801984775240317,0.3658289964292304,0.7007750681171103,0.5159285610687674,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL3,gradual,uniform,30,10,0.6365068253412671,0.3740956323530814,0.30999999999999994,0.3392472334745418,0.7771269376384027,0.4912793801489397,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
AGRAWAL3,gradual,uniform,30,20,0.7947647382369118,0.7537894168971999,0.47124999999999995,0.5794501765097234,0.9335666833345238,0.6622069625009029,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,30,50,0.8153407670383519,0.7447489131537145,0.5844166666666666,0.6536631091960552,0.9145296092578041,0.7293533557240701,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL3,gradual,uniform,30,100,0.8813940697034852,0.8435219534617895,0.7429166666666666,0.7896224112217152,0.9411743695978283,0.8355800495692323,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,50,5,0.603255162758138,0.6074774200110404,0.5910091009100908,0.5966532536297153,0.6207999999999999,0.6029452912457527,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL3,gradual,uniform,50,10,0.6548827441372069,0.6656285731125124,0.6186999999999998,0.6429577223458156,0.6876999999999999,0.6544787496774592,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,50,20,0.7655382769138457,0.7742059477226277,0.7526376537653764,0.7631716142671221,0.7819781978197818,0.7654167563183354,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,50,50,0.8103655182759137,0.8185473891496095,0.7984499999999999,0.8079802359496518,0.8225999999999998,0.8102624202362978,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL3,gradual,uniform,50,100,0.8732686634331717,0.8713274039293474,0.8744937293729371,0.8732525250723657,0.8709999999999999,0.8732671435116335,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,abrupt,nonuniform,1,5,0.9616480824041203,0.00860289764504665,0.0299999999999998,0.0132450976565926,0.9710843982019294,0.1694275872462278,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL4,abrupt,nonuniform,1,10,0.9393469673483674,0.01083326059759675,0.0549999999999997,0.0177065975551519,0.9483812313753219,0.22840600011426276,86.0,6.0,0.3208042704779914,0.0049925107714598,1.1515482249562337,0.2125644708990385
AGRAWAL4,abrupt,nonuniform,1,20,0.9509225461273064,0.01092647228971415,0.0449999999999997,0.017892714854570647,0.9601242486994293,0.2074734418344668,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,abrupt,nonuniform,1,50,0.9377218860943046,0.011857892763404501,0.0599999999999997,0.02018834530822365,0.9464871963230466,0.23893355247394588,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,abrupt,nonuniform,1,100,0.9367718385919296,0.012631982313087951,0.0699999999999996,0.0216059802766759,0.9455528056972574,0.2572819431457667,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL4,abrupt,nonuniform,10,5,0.7970898544927247,0.1134032224653931,0.1567499999999999,0.13110937473977605,0.8683260181121173,0.36621232172039864,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,abrupt,nonuniform,10,10,0.8015900795039752,0.11233415606955185,0.1467499999999999,0.12846077045825086,0.8744374687482639,0.35811018931190486,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,abrupt,nonuniform,10,20,0.8088404420221011,0.1236547640883969,0.1559999999999999,0.13729490164866465,0.8814378576587588,0.371188409479616,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,abrupt,nonuniform,10,50,0.9137956897844892,0.6821904042538315,0.2579999999999999,0.3730827296332954,0.986638146563698,0.5045311952496887,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,nonuniform,10,100,0.935396769838492,0.7908514022893102,0.4844999999999997,0.5991979295629866,0.9858881048947165,0.6911215288843376,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,nonuniform,30,5,0.6096804840242012,0.35259200675447544,0.3598333333333332,0.35698370698251036,0.7167654832488033,0.5083032404033058,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,abrupt,nonuniform,30,10,0.6531576578828941,0.4048543097098534,0.33591666666666653,0.3648336108448931,0.7883777412672333,0.5124956955322768,58.0,46.0,0.0033146684520526,0.0013833648396252,0.4283717831400049,1.2076268532060033
AGRAWAL4,abrupt,nonuniform,30,20,0.7852142607130357,0.7043057157220267,0.49424999999999986,0.5782836694723912,0.913600971497964,0.6700472581291427,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL4,abrupt,nonuniform,30,50,0.852467623381169,0.8010471292779267,0.6764166666666666,0.7325796608040278,0.92699478534181,0.7930217606957248,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,nonuniform,30,100,0.8897944897244863,0.8591094101381949,0.7585,0.8052406306200846,0.9466390456461173,0.8471830224751672,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL4,abrupt,nonuniform,50,5,0.6062803140157008,0.6042334054443191,0.6129306280628062,0.6068339941196224,0.5973597359735972,0.6059306988818984,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL4,abrupt,nonuniform,50,10,0.6437321866093304,0.6395393632012927,0.651332513251325,0.6477249336733961,0.6401320732073206,0.6425665492917506,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,abrupt,nonuniform,50,20,0.7694134706735336,0.7715978168727633,0.7654499999999999,0.768028579091984,0.7705770577057705,0.7692908274174379,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,nonuniform,50,50,0.8208910445522276,0.8260093644368742,0.8153499999999998,0.820026043053613,0.8283328332833282,0.8208571611973753,74.0,40.0,0.3897139595973644,0.0089853832811235,0.7130898374013127,0.1577911371886255
AGRAWAL4,abrupt,nonuniform,50,100,0.8763688184409221,0.8774023760617274,0.8759437993799378,0.8762769693872174,0.8776938843884386,0.8763673641762646,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,abrupt,uniform,1,5,0.9272963648182411,0.00961119873715155,0.0599999999999997,0.0164970938400355,0.9361078842365776,0.23662995798593162,52.0,12.0,0.6897165635868227,0.0010634304002277,1.8158377856446783,1.2358251862642864
AGRAWAL4,abrupt,uniform,1,10,0.9345967298364918,0.0124445518407925,0.0749999999999996,0.021859879621047247,0.943431486438709,0.2653962201433087,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL4,abrupt,uniform,1,20,0.9327466373318666,0.012163513047064398,0.0749999999999996,0.0207550125310623,0.9413606747815546,0.26421647138514226,64.0,6.0,0.1288509419684017,0.0017027948362089,1.06699692659737,0.2807961568212469
AGRAWAL4,abrupt,uniform,1,50,0.9301715085754287,0.01312298829366295,0.0774999999999996,0.022543999265699048,0.9387090257083691,0.2702521662990056,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,abrupt,uniform,1,100,0.9371718585929296,0.012745404301333599,0.0674999999999996,0.02131183337505125,0.9459063589070154,0.25260261754654023,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL4,abrupt,uniform,10,5,0.784439221961098,0.11082474226804115,0.1679999999999999,0.1326793666024975,0.8527695983110173,0.37545905876991637,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL4,abrupt,uniform,10,10,0.7995399769988499,0.12558474008004078,0.1664999999999999,0.1407715164737746,0.869714984165787,0.3791164540486996,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL4,abrupt,uniform,10,20,0.7660633031651582,0.11719618627491346,0.2067499999999999,0.14982084245792843,0.8272126229234957,0.41274343851867534,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL4,abrupt,uniform,10,50,0.9138706935346768,0.6807628401580318,0.2644999999999999,0.38312542716364023,0.986138118784377,0.5109631596900945,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,10,100,0.936046802340117,0.7941950925114497,0.48724999999999974,0.6040929129361248,0.9863603533529641,0.6934609196166773,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,30,5,0.6046302315115756,0.3522679333677485,0.37936496360504524,0.3666128033427844,0.7008357739838559,0.5168536301235243,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,abrupt,uniform,30,10,0.6377318865943298,0.3773806650091057,0.3228600739012057,0.3505037915496968,0.7743133820783116,0.5012453909627255,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
AGRAWAL4,abrupt,uniform,30,20,0.7962898144907246,0.7539946599743284,0.4751666666666666,0.5801089981535039,0.9323165940424315,0.6653248356349288,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,30,50,0.8335416770838542,0.7676225082407042,0.6415833333333332,0.6987251076140901,0.9169226373312378,0.7674552811567843,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL4,abrupt,uniform,30,100,0.8915195759787989,0.8579960365643686,0.7655833333333333,0.8088602122129909,0.9454246731909421,0.8508121164656228,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,50,5,0.6038801940097005,0.606043898123372,0.5903090309030902,0.5983822862881691,0.6238999999999999,0.6027937278782467,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL4,abrupt,uniform,50,10,0.6601830091504576,0.6685109287033368,0.6312499999999999,0.6490776389900599,0.6865999999999999,0.6585022342409655,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,50,20,0.7711635581779088,0.7743732615998681,0.767176717671767,0.7694697362316902,0.7759887838783877,0.771001518858158,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,50,50,0.8272663633181659,0.8286312227540007,0.8249912441244123,0.8268142761297407,0.8298415241524151,0.8272645008392931,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,abrupt,uniform,50,100,0.8758437921896094,0.874900675218795,0.876543824382438,0.8760219174075752,0.8746499999999998,0.8758423030245567,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,gradual,nonuniform,1,5,0.9630231511575579,0.00875515317640055,0.0299999999999998,0.0132450976565926,0.9724733572402646,0.1694275872462278,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL4,gradual,nonuniform,1,10,0.9388469423471174,0.010195255948624651,0.0549999999999997,0.016988299899298148,0.9476741249558058,0.2281229083822335,86.0,6.0,0.3208042704779914,0.0049925107714598,1.1515482249562337,0.2125644708990385
AGRAWAL4,gradual,nonuniform,1,20,0.952347617380869,0.01126308979392485,0.0449999999999997,0.0180860805857949,0.9615637153391584,0.2078759047568777,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,gradual,nonuniform,1,50,0.9383219160958047,0.0123216438000245,0.06249999999999965,0.01946842105227645,0.9470932875397746,0.24301357866032847,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,gradual,nonuniform,1,100,0.9369968498424922,0.0126939602081617,0.0699999999999996,0.0216984527751138,0.9458305975049246,0.25733347236401805,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL4,gradual,nonuniform,10,5,0.7948647432371618,0.11384897154127915,0.1577499999999999,0.12996179439566502,0.8641035613089616,0.36735777342548404,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,gradual,nonuniform,10,10,0.8015900795039752,0.1118250953895302,0.1424999999999999,0.12379261507766609,0.8744652480693372,0.35145528016679856,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,gradual,nonuniform,10,20,0.8078153907695385,0.1235375534330542,0.1559999999999999,0.13729490164866465,0.8803266848158231,0.371188409479616,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,gradual,nonuniform,10,50,0.9128206410320516,0.6726595209043025,0.2514999999999999,0.3667901965054699,0.9864159119951109,0.49795745281430215,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,nonuniform,10,100,0.9355967798389919,0.7911064388017317,0.4844999999999997,0.6007359129314118,0.9860270015000834,0.6909721895861465,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,nonuniform,30,5,0.6101305065253263,0.3531835371456845,0.3681666666666666,0.3611656556381454,0.709550682191585,0.5121729116072602,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,gradual,nonuniform,30,10,0.6549327466373318,0.40876486010914814,0.3329999999999999,0.3648336108448931,0.7928423458818485,0.5126184329756505,58.0,46.0,0.0033146684520526,0.0013833648396252,0.4283717831400049,1.2076268532060033
AGRAWAL4,gradual,nonuniform,30,20,0.7857392869643482,0.7174944455121238,0.4890833333333332,0.578238644009258,0.9177441245803271,0.6692674198632714,79.0,47.0,0.6171273120029617,0.0012116475782585,0.4787499870929471,1.2182971153095623
AGRAWAL4,gradual,nonuniform,30,50,0.851867593379669,0.7961051522407742,0.6794166666666666,0.7339092674215177,0.9259589970712192,0.793129446783922,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,nonuniform,30,100,0.8896444822241112,0.8583669802469139,0.7574166666666666,0.8052930421883044,0.9463175941138651,0.8468560078500038,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL4,gradual,nonuniform,50,5,0.6058552927646382,0.6054406262553662,0.6119305480548054,0.6083109278911081,0.6003100310031002,0.6056141957504817,83.0,42.0,0.3091933399062251,0.0011271064593216,0.8628742643456749,0.4616249051372912
AGRAWAL4,gradual,nonuniform,50,10,0.6438821941097055,0.6412674069393827,0.6448322682268226,0.6440840662202415,0.6446823532353234,0.643239112236566,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,gradual,nonuniform,50,20,0.7715885794289714,0.7720501113044336,0.7623881288128811,0.7680371955918751,0.7748274827482746,0.7715335958902153,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,nonuniform,50,50,0.8213160658032902,0.8249955617848297,0.8150907590759074,0.8202804816650955,0.8256412741274126,0.8212824381434762,74.0,40.0,0.3897139595973644,0.0089853832811235,0.7130898374013127,0.1577911371886255
AGRAWAL4,gradual,nonuniform,50,100,0.8768688434421721,0.8779314653144187,0.8752437693769375,0.8768868718534635,0.878193914391439,0.8768620260644968,62.0,46.0,0.5553251543709784,0.0036500507383688,0.5070599933113854,1.2984107099336182
AGRAWAL4,gradual,uniform,1,5,0.9269713485674285,0.0089622942889219,0.0549999999999997,0.015504521791547751,0.9357290772261226,0.22740335145859525,52.0,12.0,0.6897165635868227,0.0010634304002277,1.8158377856446783,1.2358251862642864
AGRAWAL4,gradual,uniform,1,10,0.9334966748337417,0.012440416004622201,0.0699999999999996,0.02097535588075195,0.9421940502045558,0.25647333958008806,85.0,12.0,0.3037830537411999,0.0011406341876119,1.9261373496615832,1.58698961111526
AGRAWAL4,gradual,uniform,1,20,0.9349217460873044,0.0119989529138444,0.0649999999999996,0.0197891349738787,0.9435072478408,0.24793297508986512,64.0,6.0,0.1288509419684017,0.0017027948362089,1.06699692659737,0.2807961568212469
AGRAWAL4,gradual,uniform,1,50,0.9314465723286164,0.0127166300843827,0.0749999999999996,0.02183276020540135,0.9401989999494924,0.26526811671285083,81.0,12.0,0.0117994901347277,0.0010740442063532,0.6647371288051735,0.594269953824625
AGRAWAL4,gradual,uniform,1,100,0.936496824841242,0.0120068698949288,0.0674999999999996,0.020497814791639347,0.9452497600888934,0.2526122499533344,93.0,5.0,0.0027030943492653,0.003710593153191,0.7339607179596656,0.6925483640462139
AGRAWAL4,gradual,uniform,10,5,0.7807390369518477,0.10888635793665574,0.1602499999999999,0.12890642702556193,0.8496860936718706,0.37026808486397406,77.0,40.0,0.0407727938854004,0.0013930827699614,0.9247581312399284,1.5290440543531054
AGRAWAL4,gradual,uniform,10,10,0.79973998699935,0.1240731898150906,0.1669999999999999,0.14130781775016554,0.8701872326240346,0.38025366505639147,67.0,34.0,0.0039306460121686,0.0010511635889427,0.8201894649339257,0.8433353628094427
AGRAWAL4,gradual,uniform,10,20,0.7680384019200961,0.11883261697217246,0.2064999999999999,0.1504834113982134,0.830907272626257,0.41304642478140735,71.0,19.0,0.0024134032288292,0.003950269493046,0.4281134391430644,0.1230350125917996
AGRAWAL4,gradual,uniform,10,50,0.9140707035351767,0.6767135410839629,0.26681665832916446,0.3830550547037386,0.9860547808211568,0.5129070882500838,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,uniform,10,100,0.935846792339617,0.7913190416561029,0.4876219359679837,0.6037556732955356,0.98575,0.6933623901750183,75.0,48.0,0.2267942334602636,0.0012156234824321,0.6664717289875649,0.128818709021166
AGRAWAL4,gradual,uniform,30,5,0.6062053102655133,0.35373635409780807,0.3764166666666666,0.3670985820580164,0.7066933352382312,0.5171917407573675,98.0,49.0,0.0049009530509047,0.0010502767653296,0.788675835604729,0.1652428650436977
AGRAWAL4,gradual,uniform,30,10,0.6416570828541427,0.3797996216553185,0.30760889314885803,0.3418666755641129,0.7876634045288948,0.49210827881550245,20.0,35.0,0.0230641358567686,0.0022506218935652,0.2689385218184528,0.5205385832926103
